lat,lon,kind
45.4730888,9.195189,pharmacy
45.457331,9.1692977,pharmacy
45.5536618,9.1929695,school
45.4688213,9.1989056,pharmacy
45.4690075,9.1992934,pharmacy
45.3950496,9.2117111,pharmacy
45.5283223,9.1584225,supermarket
45.5280604,9.1610779,school
45.5237871,9.1656628,pharmacy
45.5265876,9.1617537,pharmacy
45.4619906,9.2289756,pharmacy
45.5352797,9.3709764,marketplace
45.4645964,9.2092743,supermarket
45.5642872,9.2167752,pharmacy
45.4626698,9.2102123,supermarket
45.4605052,9.2094385,pharmacy
45.4617433,9.2074193,pharmacy
45.4623849,9.2104889,pharmacy
45.462398,9.2078194,pharmacy
45.4650309,9.2114668,pharmacy
45.4627011,9.1865727,pharmacy
45.463781,9.1867044,pharmacy
45.4811088,9.2297073,school
45.4797729,9.2229989,pharmacy
45.482224,9.2296032,pharmacy
45.4343323,9.20078,pharmacy
45.4612313,9.1729862,supermarket
45.544913,9.0132767,pharmacy
45.5227883,9.1608179,school
45.4606455,9.1745397,pharmacy
45.5774954,9.1539888,marketplace
45.558553,9.170479,pharmacy
45.5614751,9.1731451,supermarket
45.569784,9.1593952,marketplace
45.5688955,9.1642084,supermarket
45.6402071,9.1522917,supermarket
45.5369078,9.3716211,pharmacy
45.5684741,9.1644111,pharmacy
45.5025202,9.2458582,marketplace
45.3593792,9.1577577,pharmacy
45.3494217,9.1643133,pharmacy
45.4352759,9.0874456,supermarket
45.4784755,8.9975321,pharmacy
45.4444758,9.2144425,pharmacy
45.4641471,9.1884189,pharmacy
45.3547787,9.3245145,school
45.4430515,9.1978033,pharmacy
45.4865374,9.2161844,pharmacy
45.4792444,9.2127577,pharmacy
45.4802026,9.2113383,pharmacy
45.6112488,9.2416167,supermarket
45.5744861,9.1808208,supermarket
45.5273609,9.3883879,marketplace
45.5458135,9.4547823,pharmacy
45.4799264,9.2019784,pharmacy
45.4801363,9.1996129,pharmacy
45.4697192,9.1926481,pharmacy
45.4752379,9.1885565,pharmacy
45.4764779,9.2037289,pharmacy
45.4536981,9.1802815,pharmacy
45.5089933,9.3272309,pharmacy
45.5029633,9.3304928,pharmacy
45.5027068,9.1893151,pharmacy
45.4970521,9.1916746,pharmacy
45.5266017,9.1756923,pharmacy
45.4288332,9.1038221,supermarket
45.4908459,9.224527,supermarket
45.4847499,9.2280963,supermarket
45.5188175,9.3915322,marketplace
45.5499745,9.1773013,doctors
45.4671084,9.2065798,supermarket
45.4811706,9.2355247,supermarket
45.4510346,9.2247088,pharmacy
45.4633693,9.087268,pharmacy
45.4841162,9.235093,pharmacy
45.4646779,9.1642679,pharmacy
45.4121725,9.2714751,school
45.5234116,9.0375993,supermarket
45.5015706,9.2215944,pharmacy
45.5038544,9.2217417,pharmacy
45.5353548,9.0411143,pharmacy
45.5514956,9.0761144,pharmacy
45.5466849,9.0860085,pharmacy
45.4634921,9.2076842,pharmacy
45.4560214,9.196191,pharmacy
45.4851903,9.2321472,supermarket
45.4849703,9.2310732,supermarket
45.5502923,9.256646,supermarket
45.4325063,9.0870558,pharmacy
45.4946924,9.1437858,supermarket
45.5243713,9.3656407,supermarket
45.5495291,9.3917131,supermarket
45.4563551,9.1744858,pharmacy
45.4581357,9.1740514,school
45.4948459,9.3746253,pharmacy
45.4654403,9.2075164,pharmacy
45.4708353,9.2069772,pharmacy
45.4608129,9.1843193,pharmacy
45.3922949,9.2138597,school
45.4613145,9.1916478,pharmacy
45.4598807,9.314432,supermarket
45.5146282,9.2116497,pharmacy
45.480983,9.1731818,pharmacy
45.4493289,9.1285817,school
45.5059295,9.4244262,marketplace
45.5567084,9.1931378,school
45.5536213,9.1929848,school
45.4935045,9.1847219,pharmacy
45.4777355,9.1616268,pharmacy
45.4706697,9.2126415,supermarket
45.4752538,9.206106,pharmacy
45.4708965,9.2134057,pharmacy
45.4709391,9.2157684,pharmacy
45.4756863,9.2071426,supermarket
45.4813393,9.1694951,supermarket
45.4969755,9.4301108,marketplace
45.3737106,9.148384,supermarket
45.4877881,9.2192126,supermarket
