lat,lon,population,reachable_pois
45.087258,7.6202,1142.0,1192
45.091155,7.620106,229.0,1127
45.098948,7.619919,246.0,1017
45.102845,7.619825,413.0,1033
45.106742,7.619731,414.0,993
45.110639,7.619637,416.0,835
45.114535,7.619543,416.0,816
45.118432,7.619449,667.0,667
45.122329,7.619355,692.0,459
45.126226,7.619261,479.0,304
45.130122,7.619167,329.0,276
45.134019,7.619073,266.0,193
45.19247,7.61766,133.0,1
45.196366,7.617565,135.0,3
45.200263,7.617471,184.0,3
45.20416,7.617377,184.0,3
45.22754,7.61681,436.0,4
45.231436,7.616715,436.0,3
45.235333,7.616621,127.0,4
44.937288,7.62855,172.0,5
44.941185,7.628457,250.0,7
44.945082,7.628364,276.0,7
44.948979,7.628272,349.0,7
44.952876,7.628179,349.0,7
44.956772,7.628086,108.0,7
44.97236,7.627714,131.0,146
44.976257,7.627621,282.0,231
44.980154,7.627528,275.0,301
44.98405,7.627435,116.0,228
44.987947,7.627342,116.0,378
44.999638,7.627063,151.0,523
45.003535,7.62697,308.0,634
45.007431,7.626877,355.0,919
45.011328,7.626784,829.0,1086
45.015225,7.626691,829.0,1173
45.019122,7.626597,651.0,1176
45.023019,7.626504,619.0,1264
45.026915,7.626411,399.0,1303
45.030812,7.626318,170.0,1215
45.034709,7.626225,452.0,1230
45.038606,7.626131,2147.0,1237
45.042503,7.626038,2147.0,1214
45.046399,7.625945,1335.0,1229
45.050296,7.625851,1245.0,1290
45.054193,7.625758,1210.0,1270
45.05809,7.625665,1184.0,1298
45.061987,7.625571,1369.0,1269
45.065883,7.625478,2106.0,1270
45.06978,7.625385,2106.0,1286
45.073677,7.625291,2303.0,1349
45.077574,7.625198,2314.0,1327
45.08147,7.625104,1555.0,1296
45.085367,7.625011,1142.0,1286
45.089264,7.624917,859.0,1232
45.100954,7.624637,411.0,1119
45.104851,7.624543,413.0,1109
45.108748,7.624449,415.0,998
45.112645,7.624356,416.0,843
45.116541,7.624262,508.0,720
45.120438,7.624169,692.0,600
45.124335,7.624075,678.0,438
45.128232,7.623981,332.0,416
45.132128,7.623887,335.0,402
45.190579,7.622479,109.0,1
45.194476,7.622385,120.0,2
45.198372,7.622291,148.0,4
45.202269,7.622197,168.0,3
45.206166,7.622103,154.0,4
45.210062,7.622009,146.0,5
45.213959,7.621915,152.0,6
45.217856,7.621821,118.0,6
45.221752,7.621727,122.0,6
45.225649,7.621632,250.0,1
45.229546,7.621538,320.0,2
44.939294,7.633255,251.0,2
44.94319,7.633163,252.0,7
44.947087,7.63307,372.0,7
44.950984,7.632978,395.0,7
44.954881,7.632885,251.0,7
44.974365,7.632422,206.0,201
