lat,lon,population,reachable_pois
48.806891,1.90689,343.0,716
48.810785,1.906805,346.0,624
48.81468,1.906721,357.0,670
48.818575,1.906636,354.0,462
48.822469,1.906551,114.0,307
48.826364,1.906467,104.0,23
48.849732,1.905958,126.0,205
48.853626,1.905873,109.0,461
48.857521,1.905788,137.0,595
48.861415,1.905703,159.0,331
48.95878,1.903575,110.0,217
48.962674,1.903489,110.0,424
48.966569,1.903404,109.0,1102
48.970463,1.903318,109.0,1175
48.974358,1.903233,316.0,492
48.978252,1.903147,458.0,550
48.982147,1.903062,453.0,704
48.986041,1.902976,434.0,1922
48.989936,1.902891,434.0,3462
48.99383,1.902805,263.0,3699
48.997725,1.90272,255.0,3255
49.001619,1.902634,250.0,4119
49.005514,1.902549,247.0,7196
49.009408,1.902463,207.0,4516
49.013303,1.902378,105.0,2175
49.017197,1.902292,133.0,499
48.723204,1.913804,125.0,27
48.727098,1.91372,132.0,34
48.742677,1.913384,129.0,997
48.746572,1.9133,129.0,931
48.76994,1.912796,110.0,320
48.797202,1.912207,112.0,667
48.801097,1.912123,101.0,657
48.804992,1.912039,171.0,525
48.808886,1.911954,138.0,642
48.812781,1.91187,194.0,485
48.816676,1.911786,210.0,546
48.82057,1.911701,150.0,479
48.859516,1.910857,160.0,440
48.914041,1.909672,122.0,1
48.917935,1.909588,131.0,1
48.960775,1.908654,110.0,290
48.96467,1.908569,109.0,585
48.968564,1.908484,109.0,1226
48.972459,1.908399,110.0,756
48.976353,1.908314,483.0,1332
48.980248,1.908229,555.0,1087
48.984143,1.908144,562.0,2372
48.988037,1.908059,593.0,4926
48.991932,1.907973,585.0,6832
48.995826,1.907888,490.0,5728
48.999721,1.907803,539.0,3750
49.003615,1.907718,517.0,4102
49.00751,1.907633,557.0,4264
49.011404,1.907548,494.0,2610
49.015299,1.907462,488.0,930
49.019193,1.907377,313.0,261
48.573303,1.922103,104.0,111
48.725199,1.91886,131.0,41
48.729094,1.918777,131.0,19
48.744672,1.918442,129.0,1474
48.748567,1.918359,114.0,1013
48.752462,1.918275,115.0,489
48.756356,1.918192,140.0,381
48.760251,1.918108,123.0,409
48.764146,1.918024,158.0,408
48.76804,1.917941,125.0,400
48.814776,1.916935,189.0,580
48.818671,1.916851,189.0,766
48.87709,1.91559,120.0,9
48.880985,1.915506,143.0,20
48.916036,1.914747,136.0,1
48.919931,1.914663,100.0,1
48.951087,1.913987,160.0,169
48.954982,1.913903,219.0,135
48.97056,1.913564,117.0,816
48.974455,1.91348,658.0,2051
48.978349,1.913395,1576.0,2783
48.982244,1.91331,1572.0,2223
48.986138,1.913226,995.0,4395
48.990033,1.913141,995.0,7683
48.993927,1.913056,776.0,8538
48.997822,1.912972,725.0,5634
49.001716,1.912887,680.0,3410
49.005611,1.912802,623.0,4778
49.009505,1.912717,610.0,4179
49.0134,1.912632,498.0,2423
49.017294,1.912548,498.0,1082
48.563614,1.927392,142.0,46
48.567508,1.927309,142.0,114
48.571403,1.927227,147.0,132
48.575298,1.927144,147.0,81
48.750562,1.923418,292.0,812
48.754457,1.923334,356.0,478
48.758352,1.923251,351.0,445
48.762246,1.923168,344.0,404
48.766141,1.923085,320.0,418
48.812877,1.922084,117.0,228
48.816772,1.922,187.0,548
48.820666,1.921917,160.0,810
48.879086,1.920662,150.0,17
48.88298,1.920578,150.0,70
48.914137,1.919907,110.0,1
48.949188,1.91915,490.0,287
48.953083,1.919066,578.0,261
48.956977,1.918982,320.0,188
48.968661,1.91873,119.0,643
48.972555,1.918645,119.0,1238
48.97645,1.918561,1411.0,2206
48.980345,1.918477,1618.0,2255
48.984239,1.918393,1300.0,2522
48.988134,1.918308,995.0,5204
48.992028,1.918224,954.0,7216
48.995923,1.91814,725.0,6038
48.999817,1.918055,716.0,4010
49.003712,1.917971,605.0,5788
49.007606,1.917886,559.0,7336
49.011501,1.917802,448.0,4302
49.015395,1.917718,357.0,1978
49.01929,1.917633,263.0,827
48.561713,1.932514,124.0,32
48.565608,1.932432,142.0,87
48.569503,1.93235,145.0,154
48.573398,1.932268,147.0,102
48.577293,1.932186,126.0,56
48.748662,1.92856,106.0,829
48.752557,1.928477,356.0,464
48.756452,1.928394,356.0,457
48.760346,1.928311,345.0,412
48.764241,1.928228,344.0,526
48.768136,1.928145,206.0,432
48.772031,1.928063,106.0,317
48.775925,1.92798,124.0,239
48.814872,1.927149,172.0,321
48.818767,1.927066,178.0,696
48.881081,1.925734,107.0,19
48.947289,1.924313,169.0,421
48.951183,1.924229,578.0,566
48.955078,1.924146,578.0,362
48.970656,1.92381,108.0,631
48.974551,1.923727,349.0,923
48.978445,1.923643,1111.0,1272
48.98234,1.923559,946.0,1427
48.986234,1.923475,683.0,2341
48.990129,1.923391,620.0,3827
48.994023,1.923307,349.0,4075
48.997918,1.923223,162.0,3392
49.001812,1.923139,138.0,3907
49.005707,1.923055,191.0,6079
49.009601,1.922971,188.0,5121
49.013496,1.922887,110.0,2799
49.01739,1.922803,109.0,1080
49.021285,1.922719,108.0,372
49.025179,1.922635,107.0,1
48.563708,1.937555,115.0,58
48.567603,1.937474,109.0,94
48.571497,1.937392,319.0,136
48.575392,1.93731,355.0,98
48.579287,1.937229,161.0,58
48.750657,1.933619,260.0,861
48.754552,1.933537,357.0,1029
48.758446,1.933454,448.0,965
48.762341,1.933372,805.0,536
48.766236,1.933289,877.0,510
48.770131,1.933207,550.0,343
48.774025,1.933124,571.0,315
48.77792,1.933042,223.0,291
48.816867,1.932215,178.0,777
48.820761,1.932132,171.0,1101
48.949284,1.929392,194.0,659
48.953178,1.929309,214.0,537
48.957073,1.929225,137.0,268
48.984335,1.928641,196.0,528
48.988229,1.928558,424.0,820
48.992124,1.928474,418.0,430
49.003807,1.928224,160.0,3164
49.007702,1.92814,188.0,3527
49.011596,1.928057,159.0,2578
49.015491,1.927973,109.0,972
49.019385,1.927889,109.0,466
49.02328,1.927806,107.0,369
49.027175,1.927722,103.0,611
49.077803,1.926632,133.0,859
49.081697,1.926548,133.0,1411
48.569597,1.942515,188.0,107
48.573492,1.942434,388.0,142
48.577387,1.942353,378.0,82
48.737073,1.939007,182.0,292
48.740967,1.938925,185.0,469
48.744862,1.938843,175.0,527
48.748757,1.938761,176.0,964
48.752651,1.938679,358.0,1382
48.756546,1.938597,358.0,1515
48.760441,1.938515,836.0,1066
48.764336,1.938432,1012.0,704
48.76823,1.93835,866.0,479
48.772125,1.938268,589.0,449
48.77602,1.938186,567.0,392
48.814967,1.937364,263.0,1007
48.818861,1.937281,340.0,1016
48.822756,1.937199,439.0,2122
48.826651,1.937117,601.0,3947
48.830545,1.937034,610.0,5477
48.83444,1.936952,193.0,5096
48.838335,1.936869,200.0,3383
48.924016,1.935052,160.0,101
48.927911,1.934969,181.0,131
48.986329,1.933724,358.0,815
48.990224,1.933641,413.0,444
48.994119,1.933558,251.0,730
49.009697,1.933225,125.0,1570
49.079798,1.931725,133.0,1392
49.083692,1.931641,106.0,2026
48.571591,1.947557,306.0,107
48.575486,1.947476,333.0,115
48.579381,1.947396,181.0,70
48.735172,1.944147,191.0,339
48.739067,1.944065,191.0,562
48.742962,1.943984,178.0,786
48.746856,1.943902,175.0,822
48.750751,1.94382,250.0,1374
48.754646,1.943739,358.0,2453
48.75854,1.943657,412.0,1490
48.762435,1.943575,1027.0,987
48.76633,1.943494,1052.0,746
48.770225,1.943412,736.0,548
48.774119,1.94333,702.0,382
48.778014,1.943248,425.0,333
48.813066,1.942512,138.0,1750
48.816961,1.94243,459.0,1635
48.820856,1.942348,459.0,1962
48.82475,1.942266,733.0,3711
48.828645,1.942184,758.0,6300
48.83254,1.942102,430.0,7879
48.836434,1.94202,201.0,5374
48.840329,1.941938,174.0,3090
48.926011,1.940129,199.0,131
48.929905,1.940046,189.0,279
48.737166,1.949205,206.0,534
48.741061,1.949124,219.0,895
48.744956,1.949043,313.0,1300
48.74885,1.948962,341.0,1396
48.752745,1.94888,351.0,1356
48.75664,1.948799,345.0,1463
48.760534,1.948718,855.0,1048
48.764429,1.948637,1322.0,1059
48.768324,1.948555,1259.0,836
48.772219,1.948474,925.0,555
48.776113,1.948393,925.0,394
48.780008,1.948311,160.0,370
48.81506,1.947578,325.0,2477
48.818955,1.947497,465.0,2033
48.82285,1.947415,580.0,2590
48.826744,1.947333,747.0,4640
48.830639,1.947252,738.0,6785
48.834534,1.94717,142.0,6197
48.838428,1.947089,114.0,3901
48.92411,1.945288,148.0,132
48.928005,1.945206,161.0,297
48.735265,1.954345,221.0,473
48.73916,1.954264,239.0,804
48.743055,1.954183,358.0,1266
48.746949,1.954103,438.0,1189
48.750844,1.954022,417.0,1061
48.754739,1.953941,342.0,1317
48.758634,1.95386,342.0,1026
48.762528,1.953779,1288.0,717
48.766423,1.953698,1328.0,905
48.770318,1.953617,1064.0,687
48.774212,1.953536,925.0,532
48.778107,1.953455,700.0,472
48.809265,1.952807,103.0,1218
48.813159,1.952726,139.0,1360
48.817054,1.952645,1234.0,1933
48.820949,1.952564,1315.0,3222
48.824844,1.952482,844.0,3746
48.828738,1.952401,674.0,4211
48.832633,1.95232,418.0,4648
48.988418,1.949058,134.0,6238
48.992312,1.948976,164.0,7593
49.007891,1.948648,119.0,1602
49.011785,1.948566,121.0,1440
48.737259,1.959404,239.0,648
48.741153,1.959324,240.0,934
48.745048,1.959243,436.0,1001
48.748943,1.959163,431.0,866
48.752838,1.959082,381.0,934
48.756732,1.959002,377.0,1099
48.760627,1.958921,648.0,973
48.764522,1.958841,1065.0,679
48.768417,1.95876,979.0,693
48.772311,1.95868,485.0,607
48.776206,1.958599,406.0,617
48.780101,1.958519,179.0,518
48.783995,1.958438,150.0,371
48.78789,1.958357,224.0,832
48.791785,1.958277,343.0,1130
48.79568,1.958196,327.0,1011
48.799574,1.958115,104.0,920
48.803469,1.958035,104.0,1268
48.807364,1.957954,117.0,1421
48.811258,1.957873,120.0,907
48.815153,1.957793,681.0,1207
48.819048,1.957712,1380.0,2525
48.822942,1.957631,1305.0,2757
48.826837,1.95755,674.0,4914
48.830732,1.95747,674.0,6788
48.970939,1.954549,187.0,322
48.974833,1.954468,206.0,327
48.978728,1.954386,350.0,281
48.982623,1.954305,407.0,652
48.986517,1.954223,383.0,5974
48.990412,1.954142,342.0,8861
49.009884,1.953734,133.0,4276
48.735357,1.964543,112.0,523
48.739252,1.964463,126.0,802
48.743147,1.964383,144.0,1082
48.747041,1.964303,173.0,743
48.750936,1.964223,180.0,640
48.754831,1.964143,546.0,684
48.758726,1.964063,547.0,919
48.76262,1.963983,629.0,832
48.766515,1.963903,648.0,697
48.77041,1.963823,443.0,689
48.774305,1.963743,193.0,538
48.778199,1.963662,189.0,516
48.782094,1.963582,155.0,559
48.785989,1.963502,155.0,754
48.789884,1.963422,317.0,1203
48.793778,1.963342,343.0,1482
48.797673,1.963261,221.0,1160
48.801568,1.963181,104.0,1331
48.805462,1.963101,106.0,1335
48.809357,1.96302,119.0,1040
48.813252,1.96294,118.0,1055
48.817147,1.96286,1250.0,1566
48.821041,1.962779,1364.0,1728
48.824936,1.962699,848.0,3758
48.828831,1.962619,404.0,6130
48.832725,1.962538,278.0,6221
48.918408,1.960765,112.0,181
48.922302,1.960684,142.0,182
48.937881,1.96036,123.0,273
48.941776,1.96028,122.0,20
48.94567,1.960199,112.0,27
48.949565,1.960118,114.0,27
48.953459,1.960037,112.0,27
48.957354,1.959956,112.0,23
48.969038,1.959713,112.0,371
48.972932,1.959632,231.0,1053
48.976827,1.959551,254.0,448
48.980722,1.95947,411.0,623
48.984616,1.959389,411.0,3900
48.988511,1.959307,351.0,7026
48.992405,1.959226,342.0,8685
49.007984,1.958902,144.0,7445
49.011878,1.95882,154.0,5300
48.74514,1.969444,131.0,655
48.749035,1.969364,140.0,468
48.752929,1.969284,350.0,495
48.756824,1.969204,547.0,691
48.760719,1.969125,563.0,983
48.764614,1.969045,648.0,798
48.768508,1.968965,648.0,685
48.772403,1.968886,246.0,721
48.776298,1.968806,250.0,564
48.780193,1.968726,274.0,655
48.784087,1.968646,297.0,883
48.787982,1.968566,391.0,1221
48.791877,1.968487,565.0,1234
48.795771,1.968407,616.0,1778
48.799666,1.968327,213.0,1149
48.803561,1.968247,198.0,1322
48.807456,1.968167,142.0,926
48.815245,1.968007,405.0,1557
48.81914,1.967927,1321.0,2156
48.823034,1.967847,1321.0,2335
48.826929,1.967767,144.0,3609
48.830824,1.967687,121.0,4465
48.916507,1.965923,288.0,361
48.920401,1.965842,330.0,279
48.924296,1.965762,201.0,403
48.93598,1.96552,142.0,273
48.939874,1.96544,142.0,32
48.943769,1.965359,117.0,24
48.947664,1.965279,114.0,24
48.951558,1.965198,113.0,54
48.955453,1.965118,112.0,54
48.971031,1.964795,255.0,526
48.974926,1.964715,314.0,1463
48.97882,1.964634,447.0,846
48.982715,1.964553,539.0,1444
48.98661,1.964473,492.0,3855
48.990504,1.964392,179.0,5794
49.006082,1.964069,218.0,8402
49.009977,1.963988,232.0,7509
49.013872,1.963907,175.0,4323
49.099551,1.962125,145.0,3035
49.103446,1.962044,141.0,2329
48.677027,1.975928,111.0,47
48.747133,1.974504,109.0,419
48.754922,1.974346,297.0,589
48.758817,1.974266,250.0,961
48.762712,1.974187,344.0,1041
48.766606,1.974108,398.0,688
48.770501,1.974028,553.0,703
48.774396,1.973949,1100.0,771
48.778291,1.973869,1144.0,793
48.782185,1.97379,739.0,1035
48.78608,1.973711,733.0,1161
48.789975,1.973631,795.0,1746
48.79387,1.973552,822.0,1293
48.797764,1.973472,638.0,1547
48.801659,1.973393,224.0,1240
48.805554,1.973313,222.0,1094
48.817238,1.973075,1011.0,1366
48.821133,1.972995,1321.0,2825
48.825027,1.972916,885.0,3462
48.828922,1.972836,121.0,2660
48.832817,1.972756,118.0,2454
48.867869,1.972039,106.0,1739
48.871764,1.971959,191.0,1600
48.875658,1.971879,215.0,1489
48.879553,1.971799,126.0,687
48.914605,1.97108,118.0,322
48.9185,1.971,330.0,406
48.922394,1.97092,330.0,610
48.934078,1.97068,112.0,577
48.937973,1.9706,147.0,303
48.941867,1.97052,138.0,43
48.96913,1.969959,251.0,371
48.973024,1.969878,676.0,886
48.976919,1.969798,677.0,2068
48.980814,1.969718,728.0,4842
48.984708,1.969638,729.0,1879
48.988603,1.969557,264.0,1274
49.000287,1.969316,195.0,3223
49.004181,1.969236,196.0,5413
49.008076,1.969156,232.0,6361
49.01197,1.969075,233.0,4683
49.09765,1.967302,139.0,4840
49.101545,1.967221,154.0,4773
49.148279,1.96625,102.0,300
48.675124,1.981061,115.0,66
48.679019,1.980982,115.0,37
48.764704,1.979249,318.0,985
48.768599,1.97917,318.0,704
48.772494,1.979091,946.0,704
48.776389,1.979013,1154.0,846
48.780283,1.978934,999.0,948
48.784178,1.978854,733.0,1129
48.788073,1.978775,738.0,1145
48.791968,1.978696,822.0,1530
48.795862,1.978617,818.0,1532
48.799757,1.978538,334.0,1226
48.803652,1.978459,198.0,1122
48.807547,1.97838,137.0,788
48.815336,1.978222,173.0,1002
48.819231,1.978143,1060.0,2286
48.823125,1.978063,1008.0,2697
48.82702,1.977984,416.0,3467
48.830915,1.977905,353.0,3115
48.865967,1.977191,120.0,806
48.869862,1.977112,137.0,993
48.873757,1.977032,216.0,1495
48.877651,1.976953,216.0,1878
48.916598,1.976158,178.0,410
48.920492,1.976078,234.0,759
48.924387,1.975999,188.0,577
48.928282,1.975919,106.0,774
48.932176,1.975839,110.0,826
48.936071,1.97576,170.0,454
48.939966,1.97568,171.0,88
48.971123,1.975042,543.0,1041
48.975017,1.974962,676.0,5511
48.978912,1.974882,697.0,7493
48.982806,1.974802,729.0,7846
48.986701,1.974722,683.0,6425
48.998385,1.974482,151.0,1032
49.002279,1.974402,154.0,2575
49.006174,1.974322,151.0,3666
49.010069,1.974242,151.0,3404
49.013963,1.974162,125.0,0
49.025647,1.973922,345.0,978
49.029542,1.973842,422.0,853
49.033436,1.973762,232.0,507
49.099643,1.972398,113.0,6134
49.142483,1.971512,122.0,162
49.146377,1.971431,158.0,262
49.150272,1.971351,101.0,292
48.762802,1.984391,136.0,1262
48.766697,1.984312,295.0,1044
48.770592,1.984234,358.0,728
48.774486,1.984155,1251.0,1013
48.778381,1.984077,1287.0,1075
48.782276,1.983998,802.0,1317
48.786171,1.983919,704.0,1767
48.790065,1.983841,466.0,1201
48.79396,1.983762,136.0,1473
48.817329,1.98329,481.0,3011
48.821223,1.983211,837.0,4335
48.825118,1.983132,755.0,4505
48.829013,1.983053,392.0,3359
48.832907,1.982974,392.0,2036
48.864065,1.982343,104.0,317
48.871854,1.982185,133.0,642
48.875749,1.982106,140.0,1403
48.91859,1.981236,186.0,760
48.922485,1.981157,186.0,875
48.92638,1.981077,129.0,1001
48.930274,1.980998,112.0,661
48.934169,1.980919,135.0,454
48.938064,1.98084,171.0,293
48.941958,1.98076,161.0,95
48.965326,1.980284,134.0,429
48.969221,1.980205,221.0,912
48.973115,1.980125,785.0,5346
48.97701,1.980046,811.0,8191
48.980905,1.979966,368.0,10188
48.984799,1.979887,219.0,9111
48.988694,1.979807,127.0,6480
48.992588,1.979728,109.0,1153
49.023745,1.979091,153.0,915
49.02764,1.979011,436.0,823
49.031534,1.978932,436.0,582
49.144476,1.976613,158.0,276
49.14837,1.976533,162.0,292
48.772584,1.989297,855.0,1032
48.776479,1.989219,1482.0,1313
48.780373,1.989141,1333.0,1349
48.784268,1.989063,686.0,1593
48.788163,1.988985,687.0,1375
48.819321,1.988358,814.0,5375
48.823216,1.98828,838.0,7031
48.82711,1.988201,573.0,5870
48.831005,1.988123,480.0,3600
48.854373,1.987652,103.0,768
48.858268,1.987573,122.0,443
48.920583,1.986314,180.0,1237
48.924478,1.986235,161.0,1932
48.928372,1.986157,103.0,1787
48.936162,1.985999,202.0,6338
48.940056,1.98592,229.0,6490
48.943951,1.985841,191.0,4916
48.947845,1.985762,162.0,831
48.95174,1.985683,154.0,704
48.963424,1.985446,246.0,588
48.967319,1.985367,266.0,1352
48.971213,1.985288,644.0,2525
48.975108,1.985209,917.0,7134
