lat,lon,population,reachable_pois
45.576361,9.07627,992.0,52
45.580258,9.076275,948.0,12
45.584156,9.07628,708.0,8
45.588053,9.076285,706.0,7
45.591951,9.076291,1052.0,9
45.4263,9.080861,433.0,892
45.430197,9.080867,175.0,1146
45.434095,9.080872,180.0,1075
45.437993,9.080878,384.0,724
45.44189,9.080883,476.0,676
45.445788,9.080889,616.0,882
45.449686,9.080894,848.0,1049
45.453583,9.0809,844.0,1347
45.457481,9.080906,812.0,1337
45.461379,9.080911,836.0,1338
45.465276,9.080917,716.0,1185
45.469174,9.080922,691.0,1056
45.473071,9.080928,591.0,1374
45.476969,9.080933,432.0,1432
45.480867,9.080939,408.0,1350
45.492559,9.080956,114.0,1494
45.496457,9.080961,125.0,1479
45.504252,9.080972,323.0,1640
45.50815,9.080978,358.0,1769
45.512047,9.080984,534.0,1709
45.515945,9.080989,540.0,1590
45.527638,9.081006,115.0,1317
45.531535,9.081012,187.0,902
45.535433,9.081017,222.0,578
45.539331,9.081023,375.0,542
45.543228,9.081028,374.0,312
45.547126,9.081034,785.0,223
45.551023,9.08104,801.0,196
45.554921,9.081045,447.0,149
45.558818,9.081051,247.0,102
45.562716,9.081056,368.0,66
45.566614,9.081062,708.0,57
45.570511,9.081068,704.0,53
45.574409,9.081073,612.0,52
45.578306,9.081079,606.0,11
45.582204,9.081084,340.0,8
45.586101,9.08109,230.0,6
45.428245,9.085658,274.0,1157
45.432143,9.085663,519.0,1333
45.43604,9.085669,617.0,1018
45.439938,9.085675,1302.0,1058
45.443836,9.085681,1302.0,1087
45.447733,9.085687,938.0,1117
45.451631,9.085693,891.0,1374
45.455529,9.085699,1383.0,1466
45.459426,9.085705,1787.0,1501
45.463324,9.085711,1682.0,1346
45.467221,9.085717,1215.0,1322
45.471119,9.085722,1215.0,1409
45.475017,9.085728,805.0,1595
45.478914,9.085734,777.0,1603
45.482812,9.08574,294.0,1538
45.5023,9.08577,532.0,1664
45.506198,9.085776,541.0,1810
45.510095,9.085782,640.0,1909
45.513993,9.085788,683.0,1677
45.51789,9.085793,467.0,1784
45.537378,9.085823,277.0,449
45.541276,9.085829,358.0,363
45.545173,9.085835,506.0,230
45.549071,9.085841,733.0,219
45.552969,9.085847,688.0,213
45.556866,9.085853,148.0,128
45.560764,9.085859,148.0,99
45.564661,9.085865,578.0,54
45.568559,9.085871,664.0,53
45.572456,9.085876,609.0,11
45.576354,9.085882,549.0,9
45.580251,9.085888,500.0,9
45.584149,9.085894,174.0,5
45.43019,9.090454,507.0,1097
45.434088,9.090461,519.0,1077
45.437985,9.090467,1056.0,1164
45.441883,9.090473,1302.0,1240
45.445781,9.090479,1178.0,1386
45.449678,9.090486,891.0,1459
45.453576,9.090492,907.0,1578
45.457474,9.090498,1787.0,1576
45.461371,9.090504,1787.0,1492
45.465269,9.090511,1355.0,1381
45.469167,9.090517,1215.0,1383
45.473064,9.090523,1050.0,1595
45.476962,9.090529,777.0,1655
45.480859,9.090535,727.0,1580
45.504245,9.090573,549.0,1931
45.508143,9.090579,569.0,1825
45.51204,9.090585,666.0,1710
45.515938,9.090592,662.0,1658
45.539323,9.090629,363.0,301
45.543221,9.090636,363.0,252
45.547118,9.090642,639.0,219
45.551016,9.090648,657.0,173
45.554914,9.090654,332.0,135
45.558811,9.090661,127.0,101
45.562709,9.090667,237.0,52
45.566606,9.090673,552.0,4
45.570504,9.090679,543.0,3
45.574401,9.090686,460.0,4
45.578299,9.090692,451.0,5
45.582196,9.090698,232.0,3
45.416545,9.095225,274.0,980
45.420442,9.095232,686.0,1166
45.428237,9.095245,730.0,1211
45.432135,9.095252,616.0,1205
45.436033,9.095258,715.0,1383
45.43993,9.095265,1533.0,1431
45.443828,9.095271,1538.0,1501
45.447726,9.095278,844.0,1579
45.451623,9.095284,726.0,1621
45.455521,9.095291,1243.0,1639
45.459419,9.095298,1723.0,1536
45.463316,9.095304,1503.0,1347
45.467214,9.095311,420.0,1256
45.471111,9.095317,406.0,1498
45.475009,9.095324,305.0,1687
45.478907,9.09533,293.0,1623
45.482804,9.095337,224.0,1481
45.486702,9.095344,196.0,1482
45.4906,9.09535,406.0,1518
45.494497,9.095357,1068.0,1582
45.498395,9.095363,1082.0,1748
45.502292,9.09537,1081.0,1822
45.50619,9.095376,1085.0,1935
45.510088,9.095383,402.0,1730
45.537371,9.095429,315.0,199
45.541268,9.095436,414.0,233
45.545166,9.095442,288.0,273
45.410694,9.100008,264.0,543
45.414592,9.100015,448.0,915
45.418489,9.100022,615.0,1066
45.422387,9.100029,1242.0,1145
45.426285,9.100035,1242.0,1394
45.430182,9.100042,690.0,1425
45.43408,9.100049,666.0,1372
45.437978,9.100056,1305.0,1460
45.441875,9.100063,1636.0,1506
45.445773,9.10007,1368.0,1616
45.44967,9.100077,667.0,1676
45.453568,9.100084,669.0,1737
45.457466,9.100091,1703.0,1638
45.461363,9.100097,1704.0,1480
45.465261,9.100104,615.0,1412
45.469159,9.100111,213.0,1535
45.473056,9.100118,208.0,1607
45.476954,9.100125,199.0,1707
45.480851,9.100132,200.0,1692
45.484749,9.100139,225.0,1624
45.488647,9.100146,225.0,1716
45.492544,9.100153,1001.0,1654
45.496442,9.10016,1200.0,1765
45.500339,9.100167,1170.0,1998
45.504237,9.100173,1130.0,1887
45.508135,9.10018,1019.0,1681
45.539315,9.100236,415.0,300
45.543213,9.100243,415.0,275
45.54711,9.10025,100.0,213
45.412638,9.104804,450.0,713
45.416536,9.104811,451.0,1036
45.420434,9.104818,1065.0,1267
45.424331,9.104826,1238.0,1448
45.428229,9.104833,1019.0,1516
45.432127,9.10484,750.0,1522
45.436024,9.104847,850.0,1493
45.439922,9.104854,1607.0,1469
45.44382,9.104862,1603.0,1577
45.447717,9.104869,785.0,1569
45.451615,9.104876,629.0,1709
45.455513,9.104883,1162.0,1768
45.45941,9.10489,1730.0,1662
45.463308,9.104898,1525.0,1554
45.467205,9.104905,322.0,1596
45.471103,9.104912,333.0,1728
45.475001,9.104919,312.0,1734
45.478898,9.104927,320.0,1834
45.482796,9.104934,282.0,1786
45.486694,9.104941,252.0,1634
45.490591,9.104948,459.0,1677
45.494489,9.104956,1291.0,1833
45.498386,9.104963,1297.0,1888
45.502284,9.10497,931.0,1925
45.506182,9.104977,906.0,1743
45.510079,9.104985,324.0,1499
45.521772,9.105006,308.0,722
45.525669,9.105014,319.0,608
45.529567,9.105021,177.0,443
45.533465,9.105028,183.0,365
45.537362,9.105035,478.0,400
45.54126,9.105043,595.0,277
45.545157,9.10505,523.0,235
45.549055,9.105057,382.0,190
45.552952,9.105064,378.0,117
45.410685,9.109593,349.0,1074
45.414583,9.1096,624.0,1003
45.41848,9.109608,712.0,1183
45.422378,9.109615,1106.0,1426
45.426276,9.109623,1105.0,1369
45.430173,9.10963,2537.0,1494
45.434071,9.109638,2651.0,1606
45.437969,9.109645,1723.0,1540
45.441866,9.109653,1141.0,1530
45.445764,9.10966,911.0,1676
45.449662,9.109668,230.0,1689
45.453559,9.109676,229.0,1856
45.457457,9.109683,1926.0,1852
45.461354,9.109691,1950.0,1697
45.465252,9.109698,1297.0,1610
45.46915,9.109706,1026.0,1717
45.473047,9.109713,983.0,1808
45.476945,9.109721,892.0,1926
45.480843,9.109729,876.0,1706
45.48474,9.109736,357.0,1602
45.488638,9.109744,357.0,1651
45.492535,9.109751,1310.0,1834
45.496433,9.109759,1590.0,2074
45.500331,9.109766,1087.0,1915
45.504228,9.109774,325.0,1681
45.508126,9.109782,300.0,1486
45.519819,9.109804,678.0,846
45.523716,9.109812,808.0,572
45.527614,9.109819,632.0,551
45.531511,9.109827,439.0,531
45.535409,9.109835,495.0,346
45.539306,9.109842,854.0,275
45.543204,9.10985,854.0,207
45.547102,9.109857,786.0,183
45.550999,9.109865,778.0,140
45.554897,9.109873,365.0,100
45.621155,9.110002,305.0,5
45.412629,9.114389,640.0,1200
45.416527,9.114397,640.0,1273
45.420425,9.114405,986.0,1299
45.424322,9.114412,1097.0,1395
45.42822,9.11442,1716.0,1452
45.432118,9.114428,2730.0,1563
45.436015,9.114436,2622.0,1716
45.439913,9.114444,1128.0,1631
45.44381,9.114452,1128.0,1675
45.447708,9.11446,385.0,1697
45.451606,9.114468,224.0,1806
45.455503,9.114475,1016.0,1940
45.459401,9.114483,1951.0,1797
45.463299,9.114491,1840.0,1695
45.467196,9.114499,1027.0,1715
45.471094,9.114507,1027.0,1802
45.474991,9.114515,908.0,1949
45.478889,9.114523,892.0,1913
45.482787,9.114531,602.0,1727
45.486684,9.114539,357.0,1646
45.490582,9.114547,578.0,1834
45.49448,9.114554,1590.0,1972
45.498377,9.114562,1590.0,1914
45.502275,9.11457,409.0,1724
45.506172,9.114578,325.0,1517
45.51007,9.114586,132.0,1334
45.521763,9.11461,808.0,790
45.52566,9.114618,809.0,596
45.529558,9.114626,447.0,465
45.533455,9.114634,439.0,359
45.537353,9.114641,728.0,311
45.541251,9.114649,854.0,242
45.545148,9.114657,831.0,200
45.549046,9.114665,778.0,155
45.552943,9.114673,760.0,99
45.599714,9.114768,212.0,127
45.603611,9.114776,282.0,137
45.615304,9.1148,328.0,132
45.619201,9.114808,299.0,109
45.623099,9.114816,295.0,2
