lat,lon
45.4525484,9.2151177
45.4535211,9.2161289
45.495098,9.1764811
45.4521321,9.203347
45.4751644,9.3129434
45.4367791,9.3242294
45.4736744,9.2094748
45.4519554,9.1811575
45.4469915,9.2049508
45.4485314,9.2051918
45.459616,9.1824612
45.495945,9.1429853
45.4629928,9.204954
45.5146378,9.1730171
45.4887822,9.1826076
45.4941436,9.1437116
45.5568069,9.2154613
45.4790509,9.1783022
45.4493706,9.2532814
45.5266497,9.2903782
45.5444013,9.4439585
45.4448182,9.2139457
45.4436991,9.2161064
45.4431226,9.217368
45.4811898,9.1915709
45.4810427,9.2039148
45.5535766,9.435512
45.4663029,9.1903964
45.5565449,9.4101559
45.4857578,9.2331499
45.4464385,9.0976196
45.4477585,9.1250263
45.4628503,9.1992013
45.4802242,9.1864125
45.4960239,9.2199225
45.4955071,9.219732
45.4953223,9.2072361
45.4661825,9.1868875
45.4578113,9.1717647
45.4503673,9.1779015
45.4518697,9.1783772
45.443891,9.1764833
45.4529158,9.1819338
45.4528669,9.1826955
45.5179843,9.220804
45.5594692,9.0414025
45.6773258,9.1149381
45.5649265,9.3839427
45.5662572,9.3752727
45.4840604,9.2172885
45.4517353,9.1754513
45.4567073,9.1686411
45.4516808,9.175218
45.4520449,9.1769709
45.4828674,9.2304897
45.454255,9.1630856
45.4516365,9.2049095
45.4519271,9.2043152
45.4520738,9.205018
45.4512244,9.2060963
45.5516846,9.3347378
45.4784856,9.1459853
45.4825418,9.1838238
45.4838771,9.1819259
45.482557,9.1849756
45.5220977,9.1708018
45.6257664,9.0288918
45.6256737,9.0288721
45.4579624,9.170414
45.4568364,9.1723313
45.4428204,9.2189047
45.4124637,9.2679195
45.4591926,9.1810141
45.4561817,9.1813284
45.4526467,9.1654298
45.5371357,9.2994245
45.4848321,9.3033091
45.4553659,9.2026056
45.4918013,9.230205
45.4410074,9.2217571
45.4409434,9.2218751
45.4653965,9.1811734
45.4654792,9.1810474
45.4639216,9.18716
45.4577001,9.180808
45.4840015,9.2363826
45.485643,9.2331665
45.451868,9.174682
45.5829339,9.2764686
45.5829542,9.2766781
45.439667,9.0988109
45.4673709,9.190242
45.5548189,9.216501
45.5565014,9.2137949
45.4889031,9.230107
45.4864531,9.2297103
45.4889166,9.2296472
45.485611,9.2348922
45.4436732,9.2140686
45.4754493,9.1892887
45.4823186,9.1875639
45.48276,9.1848649
45.4375,9.1586735
45.4623234,9.1939118
45.5853811,9.2740358
45.5848798,9.2746925
45.5860292,9.2746842
45.4682201,9.2100204
45.5845699,9.2770853
45.5854947,9.2795421
45.584013,9.2822549
45.4807555,9.2334049
45.4208669,9.2771617
45.4977151,9.2390182
45.5840221,9.2759807
45.582639,9.2747132
45.5367048,9.1923075
45.5447779,9.2308135
45.5377246,9.177639
45.651963,9.3725334
45.5004969,9.2247451
45.5773157,9.2710638
45.5785793,9.2700472
45.5794828,9.2703016
45.5918415,9.2770451
45.585907,9.2747636
45.5855029,9.2740062
45.61905,9.280491
45.4656684,9.1910681
45.5775821,9.278798
45.5777341,9.2796402
45.5775857,9.2791466
45.5778114,9.2822475
45.4833605,9.1998505
45.4550948,9.1668798
45.4556259,9.1686303
45.5838583,9.282863
45.5835148,9.2845845
45.5836065,9.2847978
45.5834358,9.2851967
45.5880259,9.2274916
45.5812726,9.2716736
45.4646919,9.1939768
45.4645936,9.1938567
45.4500338,9.205196
45.4997504,9.2265347
45.4995677,9.2250678
45.4982589,9.2082672
45.4635997,9.1840115
45.4495892,9.202425
45.4591133,9.2137858
45.4579166,9.212767
45.4820933,9.1968669
